Link Profile Pengguna;Username;Bintang ke-1;Bintang ke-2;bintang ke-3;Bintang ke-4;Bintang ke-4;Rating;Sejak Ulasan;Comment;Total Like Comment
https://lh3.googleusercontent.com/a-/ALV-UjU1wlOndJw6_xZOlf2TAT3gCWDH6nX5SMI1JFyTDdSoDg=w45-h45-p-rp-mo-ba3-br100;Flora Windy Chendyana;1;1;1;1;1;5;3 tahun lalu;Mall yg ga biasa seperti mall lain, lengkap sekaliiii makanan dan minuman nya banyak yg jarang di temui di jakarta.. atas nya dibuat taman2 dan mini zoo gituu..;0
https://lh3.googleusercontent.com/a-/ALV-UjUK1R07B-iPa-FU6aNG1UG-WKhJ-pPs3WMRQ_VUd3BW8Og2=w45-h45-p-rp-mo-ba5-br100;Masriyanti -;1;1;1;1;1;5;3 tahun lalu;Pertama kali ke sini, sumpah asli, jatuh cintaaaa;0
https://lh3.googleusercontent.com/a-/ALV-UjXX4N3ngbAVrcIqoaHJkQiRma0BFzw6oQqf2xxh3UNvkw=w45-h45-p-rp-mo-ba5-br100;melizidane;1;1;1;1;1;5;3 tahun lalu;Salah satu mall terbaik di Bandung, area luas, terdapat taman indoor dimana ada air terjun buatan (gratis). Selain itu terdapat area taman luas, ada arena ice skating, taman bunga matahari (berbayar), burung2 hias.;3
https://lh3.googleusercontent.com/a-/ALV-UjVOliqIy0uwhaYmCMMyVdXVhVHCfk4Z3u62_4KMl3YKdw=w45-h45-p-rp-mo-ba5-br100;Ari Andiono;1;1;1;1;1;5;3 tahun lalu;Mall ternyaman di Sukajadi Bandung. Banyak gerai dengan barang branded dan ternama. Harga barang untuk golongan menengah ke atas. Bisa belanja sambil olah raga.;0
https://lh3.googleusercontent.com/a-/ALV-UjU3PrkB7NSd_8IZB0ENG3LGvbfDaY_vWWSBvCqvKWthQQ=w45-h45-p-rp-mo-ba4-br100;Putri Tifani;1;1;1;1;1;5;3 tahun lalu;One stop shopping centre oke di Bandung... gabungan modern dan nature nya oke... capek belanja bisa ngadem di rooftop smbil jajan snack jadul atau sekedar ngelamun doang... …;0
https://lh3.googleusercontent.com/a-/ALV-UjULn0DP-rloMOs79yDtwGL4dr8LM3kmW7JIxDXfim7jXQ=w45-h45-p-rp-mo-ba4-br100;IDA FORTUNA;1;1;1;1;1;5;3 tahun lalu;Suatu mall yang terletak di daerah Sukajadi Bandung,mall yang cukup besar dan ramai...tata letaknya yg bagus dan apik, bagus buat ngupi ngupi dan belanja belanji..dari mulai barang branded dan sebagainya....;2
https://lh3.googleusercontent.com/a-/ALV-UjX5yHysgC3ojti7szCnH5gWRDDUfy3uZi92oqwX8T5_wMX4=w45-h45-p-rp-mo-ba5-br100;Kang Ajat Channel;1;1;1;1;1;5;3 tahun lalu;Kalau ke Bdg wajib berkunjung kesini. Ini salah satu mall terbaik di Indonesia, sangat menyenangkan untuk bawa keluarga berkunjung kesini...;3
https://lh3.googleusercontent.com/a-/ALV-UjVtgBysH1JH1TQHUhEdoANQKNGvdWzLrpOHIfMYf-EeBuA=w45-h45-p-rp-mo-ba3-br100;ashyla&abidzar's family;1;1;1;1;1;5;3 tahun lalu;Salah satu mall di bandung yang bisa dibilang sangat menarik dengan gaya arsitektur seperti kota di eropa...tempat makan banyak dan berfariasi sesuai pilihan.;0
https://lh3.googleusercontent.com/a-/ALV-UjWiRX80URuUkdE3RdbiwCVmKovKDSIlxJrSJEBCsQDmrbHN=w45-h45-p-rp-mo-br100;uci sucianti;1;1;1;1;1;5;3 tahun lalu;Recommended bgt buat yg mau shoping dan ngajak maen keluarga ke alam tp gk pake ribet 😁 water fall nya keren, taman bunga matahari nya jg kece. …;0
https://lh3.googleusercontent.com/a-/ALV-UjUXtNppJ9HhYhxzFsJeWBsbqm04TbKkIVpT9mqDcocrQjg=w45-h45-p-rp-mo-ba4-br100;runny achmad;1;1;1;1;1;5;3 tahun lalu;Nyoba tenant baru Thee Huis di PVJ. Desain tempatnya lucu, pilihan teh seduhnya bermacam-macam serta ada literasi tentang manfaat teh saat kita akan memesan dan menunggu pesanan teh kita disajikan. Pelayannya mampu menjelaskan manfaat teh …;0
https://lh3.googleusercontent.com/a-/ALV-UjXXc9XA9iCGmGwndZID1qZADOrjd1Q_3y1QXEpmMQNXeOY=w45-h45-p-rp-mo-ba5-br100;fidelya kn;1;1;1;1;0;4;3 tahun lalu;Tempatnya gede banget, tidak cocok buat ibu hamil muda ha.... Kalo mau milih parkir, mendingan disesuaikan dengan tempat yang akan dituju, setidaknya gak terlalu cape jalannya.;8
https://lh3.googleusercontent.com/a-/ALV-UjXKeWBHFudAnNeY_GeDOduAzR-vG4YUN6DK01HoIRFVImUL=w45-h45-p-rp-mo-ba3-br100;Resti Laila;1;1;1;1;0;4;3 tahun lalu;Untuk saudara-saudara ku, warga kelas menengah. Mall ini kurang cocok untuk kantong kita. Jadi daripada sedih melihat harga-harga yang terlampau mahal, lebih baik kita foto-foto saja karena spot fotonya menarik. Foto pemandangan malam, ini cuma sebagian saja ya.;0
https://lh3.googleusercontent.com/a-/ALV-UjVyyWqa-SmPtMGLIMbMP5inpy_zV8fMvy5B6b8kEylOGc8=w45-h45-p-rp-mo-ba4-br100;Thamrin Chen;1;1;1;1;0;4;3 tahun lalu;Mall keren dan instagramable, mau nonton ada cgv, outbond indoor juga oke, juga shopping-shopping dg promo2 dan juga ada kandang burung merak nya juga buat yg mau liat langsung burung meraknya 'mengembang' 👍. …;0
https://lh3.googleusercontent.com/a-/ALV-UjX0jky6WU1qUFLD0QiURJ36JL7HzkBkQCiB0I2Ma0WidMo=w45-h45-p-rp-mo-ba5-br100;Nhoo Agunsa (누 아군사);1;1;1;1;0;4;3 tahun lalu;Tempatnya ber desain bagus,bisa untuk sekedar makan,,jalan² bahkan nongkrong;0
https://lh3.googleusercontent.com/a-/ALV-UjXAnVTSfVOxp89FEFq94WR357-uzI3i8caRDeo3qsGJ9g=w45-h45-p-rp-mo-ba5-br100;purmed;1;1;1;1;0;4;3 tahun lalu;Keren juga nih tempat, banyak banget resto yg bagus2, interiornya bagus juga, banyak tempat yg instagrammable. Buat family oke, buat pacaran oke, buat anak2 oke juga. Ada tempat bermain anak trampolin, ice skating, taman dan air terjun dalam mal. Seru banget tempatnya.;0
https://lh3.googleusercontent.com/a-/ALV-UjVuYcjl7ol49KBN9bWUfIWhim6Hd2_bEVwluPnAUCxhIg=w45-h45-p-rp-mo-ba5-br100;dony Setiawan;1;1;1;1;1;5;4 bulan lalu;Salah satu mall yang terletak di bandung didaerah setiabudi Salah satu mall yang cukup menjadi favorit saya ketika berkunjung ke Bandung. Lokasinya strategis tidak terlalu jauh dari exit tol Pasteur. Specialnya, tenant tenant disini …;10
https://lh3.googleusercontent.com/a-/ALV-UjWulB_Rd6iMtPYKnxCP-DQLB1l57yO4APT37Z2NjpRrgw=w45-h45-p-rp-mo-ba5-br100;Agung Prasetyo;1;1;1;1;1;5;4 bulan lalu;Mall super luas di area Bandung utara menyimpan begitu banyak pengalaman untuk dicoba. Yang sangat jadi pembeda dengan mall lain adalah terdapat bioskop 4DX, rooftop garden, air terjun indoor, dan konsep mall semi outdoor …;11
https://lh3.googleusercontent.com/a-/ALV-UjV-1X1mTCfN0sVOXVRXZ7hdQSHLgRUQz7tw5tTYr9I_DhA=w45-h45-p-rp-mo-ba5-br100;Aisah “Aiss”;1;1;1;1;1;5;4 bulan lalu;Mall yang lengkap, luas, nyaman betah, bersih,  go green, banyak taman, banyak playgorund, banyak jajanan banyak tempat makan. Ramah lingkungan tapi gak ramah di kantong harga-harganya soalnya mahal, barang branded semua :D …;11
https://lh3.googleusercontent.com/a-/ALV-UjUQ1W_aTIUjpBKUxGEkYeOCICzzl8rUvr0m9UYI0rXKF6g=w45-h45-p-rp-mo-ba7-br100;Febrian Bagas Charismanto;1;1;1;1;1;5;4 bulan lalu;Mall luas konsep unik dan adem banget enak, sejuk. Fasilitas oke, banyak pilihan tempat belanja sambil jalan-jalan. Banyak tempat makan, fashion dll. Minusnya jalan ke arah sini sering macet sih.;29
https://lh3.googleusercontent.com/a-/ALV-UjWV6b8ZSvihSmPRtNV2fyxrVmifa7_RNnp2ZJUpC4xdnHo=w45-h45-p-rp-mo-ba5-br100;Ridhan S;1;1;1;1;1;5;4 bulan lalu;Salah satu mall di bandung yang paling bagus sih PVJ ini, Karena ukuran nya yang luas banget dan banyak banget toko toko nya lengkap, karena saking luas nya sering banget lupa posisi parkir atau jalan. …;5
https://lh3.googleusercontent.com/a-/ALV-UjWwchl6mvlfkScI7sl-1uC-O_In3tRp2pKdoMndLHwZi_c=w45-h45-p-rp-mo-ba4-br100;Slamet Riyanto;1;1;1;1;1;5;4 bulan lalu;Dari dulu sering kesini emang luas banget dan ada aja keseruannya, apalagi kalo weekend ramaai tapi sekarang parkiran juga udah luas jadi enak enak aja;0
https://lh3.googleusercontent.com/a-/ALV-UjVhx5l07LFztKmLIXKnq_OLfKEtmUoN7Jhr2x6WBKztqh-j=w45-h45-p-rp-mo-ba3-br100;Ghina Alya Sakinah;1;1;1;1;1;5;4 bulan lalu;Bagus mallnya, bagian dalemnya juga keren lantainya pake batu jadi enak diliat aja gituu adem, asri (tapi ga seluruhnya ya) tempatnya brand mahal sii;3
https://lh3.googleusercontent.com/a-/ALV-UjUHQrUXX82JBvapXEJz5he0vjUrGFpz7RnmSPVwy4BBLfQ=w45-h45-p-rp-mo-ba5-br100;haikal aldebaran;1;1;1;1;1;5;4 bulan lalu;Mall yg tetap jadi favorit sampe sekarang. Produk fashion banyak, produk kecantikan, keperluan anak, tempat maen anak, ada bioskop CGV, tempat makan banyak dan ada area indoor yg luas jadi seneng banget jalan2 disana. Pas kesana lagi ada …;0
https://lh3.googleusercontent.com/a-/ALV-UjVtpMgononBd7tKO9dFeuzWSIECuBtPlrf6Uf7qXwl-ig=w45-h45-p-rp-mo-ba2-br100;Mugi Aris;1;1;1;1;1;5;4 bulan lalu;Tempatnya luas dan bagus banget, Bandung keren banget, yess akhirnya punya foto di Paris Van Jaya, bagus loh foto2 disana …;0
https://lh3.googleusercontent.com/a-/ALV-UjXFXq0AsEU-6R2ASvNZLiIDenvz-ZfJWWZiTODMyHoLtUg=w45-h45-p-rp-mo-ba6-br100;Saripah Nur Aulia;1;1;1;1;1;5;4 bulan lalu;Mall terkenal di Bandung si ini mah. Lengkap, luas, parkiran juga luas dan aman. Saya ada pasar kreatif dan Festival Pasar Malam.;0
https://lh3.googleusercontent.com/a-/ALV-UjX-N9sO3TcrXe9ND_w0Qy3wyU1Pk3g2y4Ed_vXCQWBECAs=w45-h45-p-rp-mo-ba4-br100;Blackmen id;1;1;1;1;1;5;4 bulan lalu;Mantap abissss, buat abisin duit, tapi seru, enak nya malam ya gaesss, penerangan nya bagus;2
https://lh3.googleusercontent.com/a-/ALV-UjWuxMtsfLC7t1XZa9_Esujx-AHLAD0xrEqW4mU45coPGJc=w45-h45-p-rp-mo-ba3-br100;Susanty Suherman;1;1;1;1;1;5;4 bulan lalu;Komplit semua barang original brandid kuliner yg beragam pula ... Tempat ngasuh anak gadis ku;0
https://lh3.googleusercontent.com/a-/ALV-UjWvlh08-DxXr3nabQFAYFOa6Ni9_F1lAen08PFMIncz4JI=w45-h45-p-rp-mo-ba3-br100;Yuli Dawami;1;1;1;1;1;5;4 bulan lalu;"Soal fashion branded semua ada disini, tempatnya  bener"" Oke banget buat hangout bareng temen/keluarga 👍 …";0
https://lh3.googleusercontent.com/a/ACg8ocLqTDsdR23MlbtyaandHIMun0ALTDrq5t9gZ_Zqqhom_Q=w45-h45-p-rp-mo-ba4-br100;Nata Iting;1;1;1;1;1;5;4 bulan lalu;Kalau ke Bandung boleh dicoba mampir ke mall konsep jadul. Ini adem banget.;0
https://lh3.googleusercontent.com/a-/ALV-UjUDSjVwqx7Avrhcb7JAud6_TSm1FISrPmhcPhb3hw-c-C0j=w45-h45-p-rp-mo-ba5-br100;Tatang Koswara;1;1;1;1;1;5;4 bulan lalu;Selalu mampir kalau ke Bandung.;0
https://lh3.googleusercontent.com/a-/ALV-UjXZ__HN0iMDOcNqHFNG7UWs9q9grEeem5psozA5fQ2FNzNL=w45-h45-p-rp-mo-ba5-br100;Socio geeks;1;1;1;1;1;5;4 bulan lalu;Mall yang kalau dilihat dari luar biasa saja, tetapi kalau sudah di dalam bagus sekali. Banyak brand bagus di sini. Juga ada berbagai permainan buat anak-anak. Untuk makan, kopi dan jajan lainnya sangat banyak pilihan. Suasananya bagus ada taman. Sayang saja tidak sempat ambil foto.;0
https://lh3.googleusercontent.com/a-/ALV-UjWKdbH_QYHyPcOzBVhtF6JCN4os0mxwdC8K_StWQC8TPA=w45-h45-p-rp-mo-ba2-br100;Yena Agesty;1;1;1;1;1;5;4 bulan lalu;saran yang mungkin bisa diterima lebih ditingkatkan lagi di fasilitas ibadahnya thnk uuuu;0
https://lh3.googleusercontent.com/a-/ALV-UjWpFP9EN4HNKPBQ2fdJlli4JaCkioudFaO2kE0O_z1l02M=w45-h45-p-rp-mo-ba5-br100;Madeh Wira;1;1;1;1;1;5;4 bulan lalu;Mall dengan konsep yang unik, seperti jalanan di eropa, banyak brand ternama juga. Pas saya berkunjung nyari tempat parkir susah bener, muter berkali kali sampai nunggu orang yang mau keluar cuma buat dapat tempat parkir.;0
https://lh3.googleusercontent.com/a-/ALV-UjVT9mPJdNrc-xrnja7GwVo_7MlDa8HRPfLQntK-zNcRfLZJ=w45-h45-p-rp-mo-br100;Bang Deff;1;1;1;1;1;5;4 bulan lalu;Mall yang paling banyak pengunjungnya di Bandung.;0
https://lh3.googleusercontent.com/a/ACg8ocLEWSXjEYdC7E9oictUMqEpGZh3KE6MCOx0E9ZS1fqZ=w45-h45-p-rp-mo-br100;Kevin Yung;1;1;1;1;1;5;4 bulan lalu;Tempat yang asik buat hang out bareng keluarga maupun teman-teman;0
https://lh3.googleusercontent.com/a-/ALV-UjVjXsnjQ5qPR4eYavIQQ3dyiuJxm6tsuL1mFKbVaJ1HvFct=w45-h45-p-rp-mo-ba4-br100;Juniar Alisa;1;1;1;1;1;5;4 bulan lalu;Banyak tenant bagus, ada taman dan air mancur buatan juga;0
https://lh3.googleusercontent.com/a-/ALV-UjUtng8z_Mn2fmuffE5VtiLagI672ah_h4BqUV5mtBEWxf4=w45-h45-p-rp-mo-ba4-br100;Wahyu St;1;1;1;1;1;5;4 bulan lalu;Mall konsep unik di Bandung. Udah keberapa kali ke sini, masih kangenin. Walau sudah berdiri lama, namun masih tak bosan ke sini. Toiletnya buat terkagum2 karena toilet identik tertutup dan hanya pintu dan dinding. Toiletnya disuguhi pemandangan kolam ikan, didesain cukup estetik dan sirkulasi udara yang baik.;0
https://lh3.googleusercontent.com/a/ACg8ocKMWmWpkGF2_ryvAMBBu1XCWT0kycHe4V0nJGjdkv5I=w45-h45-p-rp-mo-ba4-br100;Kurnia Nababan;1;1;1;1;1;5;4 bulan lalu;Mall nya besar dan banyak kulineran disini 👍;0
https://lh3.googleusercontent.com/a-/ALV-UjWxZPAtx9zHTsCJ1RwLeRYflb_VCEgxXJrupB9O5STA9Z0=w45-h45-p-rp-mo-ba4-br100;Abu Faiz;1;1;1;1;1;5;4 bulan lalu;Tempatnya luas, komplit rame, tenant makanannya di setiap sudut ada, rasa enak cuma harga saja beberapa lebih mahal saja dibanding ditempat yang lain, mungkin karena mall besar dan elit. Rekomended untuk dikunjungi dan buang penat karena pemandangan mall yang cantik.;0
https://lh3.googleusercontent.com/a-/ALV-UjV8u5wwQ9D1VkOIg-A1pSYti5H9KdtKHrMU3ZkqMaXqEzY=w45-h45-p-rp-mo-br100;ecco firmansjah;1;1;1;1;1;5;4 bulan lalu;Ayo blanja sekalian cuci mata 🤣🤣 …;0
https://lh3.googleusercontent.com/a/ACg8ocJazPrGHJyad0_MFt6bfz1QzJXFGDcKyt9-ie3nGF7U=w45-h45-p-rp-mo-br100;Moh Muttaqin;1;1;1;1;1;5;4 bulan lalu;Kaki harus kuat kalau mau ke sini, karena mallnya luas banget. Hampir selalu ada booth yang display mobil keluaran terbaru. Ada fasilitas ice skating dan taman di rooftop;0
https://lh3.googleusercontent.com/a-/ALV-UjWHhxjKwXk5A_waWfll22gLgGZpavZbSOcGqGha8HjJ5Nyd=w45-h45-p-rp-mo-ba5-br100;Mohamad Nawa;1;1;1;1;1;5;4 bulan lalu;Mallnya modern , makanan harga standar menengahnke atas. Parkirnya luas, ada CGV juga, lengkap.;0
https://lh3.googleusercontent.com/a-/ALV-UjVuOsV5h6DrGzrBvNthBSrLDu_5-X5wvfabuiDTwC-Qcy8=w45-h45-p-rp-mo-ba4-br100;Ayu Ayuk;1;1;1;1;1;5;4 bulan lalu;Mall yang besar di bandung. Di bagian atas mall ada seperti taman yang cocok untuk anak2.  Lahan parkir luas, tetapi kadang masih penuh jika dihari libur.;0
https://lh3.googleusercontent.com/a-/ALV-UjVKSB9tHQk7HIxQ87SrOQhpxC3aqB_zFShrBBGDm2I6F8s=w45-h45-p-rp-mo-ba5-br100;ida Lailia;1;1;1;1;1;5;4 bulan lalu;pvj bandung bagus.;0
https://lh3.googleusercontent.com/a-/ALV-UjUEXio73Cuugxby0sH56g9TE0HdTxQOWpWIWs9LVKWCxhI=w45-h45-p-rp-mo-br100;Lembang M;1;1;1;1;1;5;4 bulan lalu;Tempat sih nyaman... Tp sayang tempat parkirannya gak beraturan.... Saran... Benahin;0
https://lh3.googleusercontent.com/a-/ALV-UjU6-ZGw2NUCqOFTltLgguQmzJEdE2PiPVV63KLzw7_gog=w45-h45-p-rp-mo-br100;Br Zyan walalangi;1;1;1;1;1;5;4 bulan lalu;Tempat belanja yg wajib kalo pas ke bandung.;0
https://lh3.googleusercontent.com/a-/ALV-UjX5v4i5lrRc-CX7dVlkIwksfH-OxN9undMz-thVzKqAJ8Y=w45-h45-p-rp-mo-br100;aceparief 2536;1;1;1;1;1;5;4 bulan lalu;mall nya bagus mewah dan luas semua lengkap dan sejuk cocok buat jalan bareng keluarga;0
https://lh3.googleusercontent.com/a-/ALV-UjXoX63XciWJ8OIsv94BaEt8TKMLFtRoTKEKFEO_wHjwGQ=w45-h45-p-rp-mo-br100;pandu zakiya19;1;1;1;1;1;5;4 bulan lalu;Dengan design bangunan yang menarik,bersih.,,dan lokasi yg strategis..cocok hang out bareng bestie tentunya;0
https://lh3.googleusercontent.com/a-/ALV-UjXYR9T3BicXeozSyQYnl7fV_nhngr49JUf2fjxPdqcHjV0=w45-h45-p-rp-mo-ba6-br100;Albiansyah Rachman;1;1;1;1;0;4;4 bulan lalu;Salah satu mall yang cukup menjadi favorit saya ketika berkunjung ke Bandung. Lokasinya strategis tidak terlalu jauh dari exit tol Pasteur. Specialnya, tenant tenant disini terbilang cukup premium dan beragam. Layout mallnya juga termasuk …;7
https://lh3.googleusercontent.com/a-/ALV-UjVHZEgcECC7gkHCfm2vTDWeFgCVnsCUDxZtRZbuL071qfH3=w45-h45-p-rp-mo-ba7-br100;Arief Alvianto;1;1;1;1;0;4;4 bulan lalu;Mall nya cukup lengkap,banyak brand. Suasanya berbeda dengan mal2 building.;13
https://lh3.googleusercontent.com/a-/ALV-UjXQgQ3-D0heW0CID4Jcri6LWbHfINgb-nM1LGFi9PYgfQ=w45-h45-p-rp-mo-ba4-br100;nurul fatimah;1;1;1;1;0;4;4 bulan lalu;Mall paling seru di bandung, suasananya beda banget sm mall yang lain. Banyak tempat makan dan permainan anak. Asri banyak tanaman dan ada binatang ternak di lantai atas;0
https://lh3.googleusercontent.com/a-/ALV-UjWFJbfjfMLQ67ieh9DJ0Q_nYiBR0HnuFqcEhr3uK8lzonQ=w45-h45-p-rp-mo-ba4-br100;Rima Apriani;1;1;1;1;0;4;4 bulan lalu;Mallnya lumayan besar dan Kumplit untuk brand2 ternama. Suasananya juga rame banget. Lokasinya juga ga gitu susah. Karna dipusat kota.;0
https://lh3.googleusercontent.com/a-/ALV-UjXjQ8Gb0pdEwjKR_ID6N1GmlniP65m9ls0KI7LMirVWkdGL=w45-h45-p-rp-mo-ba6-br100;Andi Asdiana Ekasari;1;1;1;1;0;4;4 bulan lalu;Tempat belanja yang lumayan lengkap di kota Bandung. Nyari barang branded ada, tempat nongkrong bareng keluarga ada. Apalagi kalo ada even, tempat ini bakal rame banget. Mau menepi sejenak bisa nyari tempat ngopi di sudut mall sambil mikirin problematika hidup..hadeuh.;0
https://lh3.googleusercontent.com/a-/ALV-UjW2QODXOb28rezpPKgAZcjIyfxinYDrnci5TbIkIFtmqA=w45-h45-p-rp-mo-ba2-br100;Gatria G. Rochmano;1;1;1;1;0;4;4 bulan lalu;tuk area bermain bgus, jalan2 dan healing, hanya tuk tempat, prasarana, dan sarana ibadah, seperti ketersediaan mukena, sarung, dll.. hrus di perbaiki dan di tingkatkan, karna mayoritas pengunjung atau pekerja adalah muslim, dan bisa sja ad yg mau ibadah tp lula bawa peralatan.;0
https://lh3.googleusercontent.com/a/ACg8ocL_k48K196LvVYZvcecl1xmxiyZFyormMD4HiUfW98c=w45-h45-p-rp-mo-br100;Social media Acc;1;1;1;1;0;4;4 bulan lalu;"Mall nya bagus semuanya bagus, ada tempat air mancur gede indah sekali, tempatnya sangat luas banyak tempat makan dan brand"" lain, mines nya toilet nya jauh kek berusaha nyari portal, sekalinya nemu cm 2 tempat toilet, itu pun kalo penuh bisa ngompol💀 tolong perbanyakin tempat toilet nya ya di sekitar tempat jangan terlalu jauh …";0
https://lh3.googleusercontent.com/a-/ALV-UjVlLUnxatiCOH_f6n7_RMp8n3zfXMrw0vIrqvIWww6AMaU=w45-h45-p-rp-mo-ba5-br100;Niky Purbawisesa;1;1;1;1;0;4;4 bulan lalu;Mall andalan klo ke bandung, semi outdoor dan tenant nya komplit bgt, kmrn makan di rempah bistro, okeh lah dr sisi rasa 8, tempat 8,5, servis 8;0
https://lh3.googleusercontent.com/a-/ALV-UjUc68fNZZsenKeli67Ynl39i5v_kKS0H9elwTclJEOP7A=w45-h45-p-rp-mo-ba3-br100;Rizqaria Muflikhah;1;1;1;1;0;4;4 bulan lalu;Banyak tenant nya;0
https://lh3.googleusercontent.com/a-/ALV-UjVtQzeZz_5a0s1qZ-y3CZFQh_qa392Vd18gM5TiwxpCRpk=w45-h45-p-rp-mo-br100;Fachrizal Wijaya;1;1;1;1;0;4;4 bulan lalu;Tempat nya bagus;2
https://lh3.googleusercontent.com/a-/ALV-UjV17dEfKZLvlPFgBwm7MT86Gg8mZ0eWrCQjUzlS8Jc0HkBQ=w45-h45-p-rp-mo-ba4-br100;Wisnu Wardhana;1;1;1;1;0;4;4 bulan lalu;Memang beda aja konsep mall yg satu ini. Untuk tenant juga lumayan banyak. Tp parkirnya tetep berasa kurang kalo weekend / holiday;0
https://lh3.googleusercontent.com/a/ACg8ocKN_mlwQ32STMsNgvU-NQj0vqAzSe6Z9ctZuZH1urwx=w45-h45-p-rp-mo-ba3-br100;Zikri zakira;1;1;1;1;0;4;4 bulan lalu;Mallnya bagus ada sky garden diatas bagus, mau nyari toiletnya susah gak banyak hanya ada diujung gedung;0
https://lh3.googleusercontent.com/a-/ALV-UjXgg2-r7Nzigu8gX2YCGn5SaBY869lU7f1UFV3vpD4b7U28=w45-h45-p-rp-mo-ba5-br100;Aryandi Sulaksana;1;1;1;0;0;3;4 bulan lalu;mallnya bikin capek, papan informasi kurang banget, nyari musholla aja ga nemu di dalem mall akhirnya keluar mall, toiletnya jga terlalu open, dan kurang banyak.;2
https://lh3.googleusercontent.com/a-/ALV-UjW8mASYOkcG6qfPl4cr9iSTlIgOgMF3R024FlghRHZx1cg=w45-h45-p-rp-mo-br100;Fani Apriandini;1;1;1;0;0;3;4 bulan lalu;Mall nya sebenernya oke ada outdoor nya.;0
https://lh3.googleusercontent.com/a/ACg8ocKcxUj5pWkariUWq7uhdHe2S7jQAbwltTPXuPTksiQ=w45-h45-p-rp-mo-br100;Kha Ant;1;1;1;0;0;3;4 bulan lalu;Mall bagus , besar dan luas untuk jalan jalan bareng keluarga ,cmn sayang sekali gak ramah untuk orang solat , kapasitas mall sangat besar mushola nya kecil kalo weekend antri nya parah apalagi sholat magrib;0
https://lh3.googleusercontent.com/a-/ALV-UjUdAq17xeQR3MLLGOhanRjfYpVxW-6xssjZynhwTiQ9gA=w45-h45-p-rp-mo-br100;Rully Rusly;1;1;1;0;0;3;4 bulan lalu;Cozy cman akses kesana selalu macet di weekend dan kesulitan mencari parkir Mobil Karena selalu penuh saya beri 3 star dulu semoga Ada perbaikan untuk kenyamanan pengunjung;0
https://lh3.googleusercontent.com/a-/ALV-UjVZGQGwN-GR1J6k5ol7d2RFRFK_IqPNYfFgIvrRF9sGzfg=w45-h45-p-rp-mo-ba2-br100;Riki Agustina;1;0;0;0;0;1;4 bulan lalu;mall dengan aroma sampah 👌;0
https://lh3.googleusercontent.com/a-/ALV-UjUHPtIS5E2Rnclgf3G4l5PN-hqD_IfNi-01GFvosIVZXuc=w45-h45-p-rp-mo-br100;reza pdp;1;0;0;0;0;1;4 bulan lalu;klo penuh parkir yg ke atas, bikin emosi untuk ngantri liftnya. sebaiknya dengan jumlah parkir kendaran sampai P11 yg bgitu banyak, lifnya d tambah jgn hanya 2.;0
https://lh3.googleusercontent.com/a-/ALV-UjU9YG22yPepinncqPttov4qzEt3kYUrE1rR4mW0Z0YWXfw=w45-h45-p-rp-mo-ba5-br100;edi setijawan;1;1;1;1;1;5;4 hari lalu;Mall favorite di bandung, menawarkan branded fashion dan restaurant kelas menengah atas. Suasananya nyaman. Selain belanja baju saya juga mampir makan siang di restaurant jepang. Tempat parkir luas. Ramah anak.;3
https://lh3.googleusercontent.com/a-/ALV-UjURfrNIe-ALcuC8vWiCxwqpCAejvYjMsk_we0HyCOMXlg4=w45-h45-p-rp-mo-ba4-br100;Stephani Thalia Susanty;1;1;1;1;0;4;4 hari lalu;Tempat enak untuk jalan-jalan dengan teman.. Sayangnya jarang ada kursi untuk duduk jadi harus masuk restoran dulu kalau mau duduk...;0
https://lh3.googleusercontent.com/a-/ALV-UjVlU3QXNAwOW37O-iMhC4CcsiJIrcSL8lwhLGI1ZCfqww=w45-h45-p-rp-mo-ba3-br100;bernadheta tanny;1;1;1;1;1;5;4 minggu lalu;Mall terkenal di bandung & juga tempat favorit banyak orang baik dr bandung or luar bandung. Banyak merk high end ada disini, food court-nya jg rame dgn pilihan makanan yg beragam & enak, tempat parkir luas dan sll full terutama weekend.;0
https://lh3.googleusercontent.com/a/ACg8ocLR6jIlha7jZeUVNjxDF9z3itCKKlhg0N0wz8YLzNgl=w45-h45-p-rp-mo-ba4-br100;Lee Ana;1;1;1;1;1;5;4 tahun lalu;Mall yang lengkap, terdapat supermarket, department store,branded store, banyak resto , tempat nongkrong, ngopi, tempat bermain anak-anak. Mall yang mengedukasi anak-anak karena banyak hewan-hewan lucu dan unik di dalam mall. Terdapat …;35
https://lh3.googleusercontent.com/a-/ALV-UjXu-c6yaM1ZQx4W7xbTg5BuAO6dgSf02HgUkrI9vbqHT_I=w45-h45-p-rp-mo-ba8-br100;Akhmad Zaki Yamani;1;1;1;1;1;5;4 tahun lalu;Mall dengan konsep luas seperti ini memang banyak ditemukan dibandung. Namun untuk spot dengan taman bunga dan ornamen kertas yang digantung dilangit-langit gedung menbah semarak suasana. Trmpat ini lumayan luas hingga perlu waktu berjam jam untuk dapat mengelilinginya secara keseluruhan. Ada tempat bermain anak dilantai bawah.;47
